experiment,model,category,shot,seed,drift_level,policy,image_auroc,image_ap,pixel_auroc,pixel_ap,aupro_0.3,max_f1,iou_at_best_f1,fragmentation,pixel_threshold,fit_ms,inference_ms_per_image,memory_mb,normal_mean_score,anomaly_mean_score,delta_anomaly_score,accepted_updates
drift,ppm-ad-full,carpet,10,2,0.1,fixed,0.924959871589085,0.9776522973094999,0.9746642897305556,0.3816568385094941,0.8294317407181089,0.4365113685504245,0.2791906252274547,0.0029161125254749372,5.5724358558654785,3137.833488995966,2.2887396070216663,0.1259765625,4.958297252655029,7.918649196624756,-0.009613513946533203,0
drift,ppm-ad-full,carpet,10,2,0.1,ungated,0.9225521669341893,0.9772951095538396,0.9719015274562721,0.37839898892462465,0.8750338027149087,0.41859408628101236,0.2646974332457161,0.004988681587854337,5.660076141357422,3137.833488995966,2.285325572737413,0.1259765625,5.083343505859375,7.627874851226807,0.281160831451416,5967
drift,ppm-ad-full,carpet,10,2,0.1,gated,0.9229534510433387,0.9773791895665882,0.9718539189427129,0.37822927433498227,0.8767359017753806,0.41735568620712005,0.26370782276840704,0.004581669602634112,5.635431289672852,3137.833488995966,2.284163658026582,0.1259765625,5.079570770263672,7.613802909851074,0.29523277282714844,5967
drift,ppm-ad-full,carpet,10,2,0.2,fixed,0.9265650080256822,0.9781341442563558,0.9743139235583558,0.3792529953639202,0.8755037878333644,0.4346741912198963,0.2776892764316257,0.0034966675383142952,5.59837532043457,3137.833488995966,2.2884278118403425,0.1259765625,4.975261688232422,7.947232246398926,-0.038196563720703125,0
drift,ppm-ad-full,carpet,10,2,0.2,ungated,0.9213483146067416,0.9771360437136982,0.9681061164626806,0.38031612021999106,0.8873658724775779,0.4088991708105186,0.2569913630293404,0.013266185333910439,5.902594089508057,3137.833488995966,2.2840289146297126,0.1259765625,5.1747517585754395,7.534960746765137,0.37407493591308594,5967
drift,ppm-ad-full,carpet,10,2,0.2,gated,0.9221508828250401,0.9773958832848002,0.9673751990879632,0.37814892717606235,0.7642122521621296,0.40664075674619304,0.25520971398502074,0.0052212322419626514,5.89454460144043,3137.833488995966,2.284236563868128,0.1259765625,5.168988227844238,7.509458541870117,0.39957714080810547,5967
drift,ppm-ad-full,carpet,10,2,0.3,fixed,0.9257624398073836,0.9778787721007918,0.9738130579547556,0.37943090757109116,0.898231866317073,0.43263620106290984,0.2760279402626899,0.011936728590372805,5.569648265838623,3137.833488995966,2.3116673420369427,0.1259765625,5.010875225067139,7.963200569152832,-0.054164886474609375,0
drift,ppm-ad-full,carpet,10,2,0.3,ungated,0.9157303370786517,0.9752730952802829,0.9646083327020178,0.37614002323672796,0.789156678647257,0.4029157813692673,0.25228211303390685,0.013122277176488239,6.022397518157959,3137.833488995966,2.293758495607807,0.1259765625,5.3061676025390625,7.5088324546813965,0.40020322799682617,5967
drift,ppm-ad-full,carpet,10,2,0.3,gated,0.9145264847512038,0.9749335911411618,0.9631882984220068,0.37450762528551446,0.7932752526967892,0.40244157756809634,0.251910397715205,0.006553565209696283,6.214554309844971,3137.833488995966,2.2965397003691836,0.1259765625,5.294284343719482,7.4859466552734375,0.42308902740478516,5967
drift,ppm-ad-full,carpet,10,2,0.4,fixed,0.9221508828250401,0.9768291591793847,0.9732449926966571,0.3778356881463254,0.8480862240553718,0.4293338715283618,0.2733450882690976,0.002723735685215335,5.6085333824157715,3137.833488995966,2.2946686666627,0.1259765625,5.050410747528076,7.993323802947998,-0.08428812026977539,0
drift,ppm-ad-full,carpet,10,2,0.4,ungated,0.9089085072231139,0.9733779467825256,0.9614954991751328,0.37329217529278635,0.8138242813512954,0.4002313343087164,0.250180756063109,0.0033773053879711306,6.407173156738281,3137.833488995966,2.283597623908984,0.1259765625,5.388274192810059,7.5458807945251465,0.36315488815307617,5967
drift,ppm-ad-full,carpet,10,2,0.4,gated,0.9105136436597111,0.973825184068096,0.9602429437780438,0.37367221288289226,0.7929421309580442,0.40176513303666195,0.2513805332003672,0.005331694871295749,6.314871788024902,3137.833488995966,2.2828783679496834,0.1259765625,5.375102519989014,7.5495219230651855,0.3595137596130371,5967
drift,ppm-ad-full,bottle,10,0,0.0,fixed,0.9976190476190476,0.9992440151090303,0.9815692517431318,0.7496557728351251,0.9157673883762618,0.7120477119907052,0.5528525541045248,0.014169280233614497,5.20817756652832,3055.203032999998,2.3034750961688775,0.1259765625,3.679839611053467,9.341419219970703,0.0,0
drift,ppm-ad-full,bottle,10,0,0.0,ungated,0.9976190476190476,0.9992440151090303,0.9815692517431318,0.7496557728351251,0.9157673883762618,0.7120477119907052,0.5528525541045248,0.014169280233614497,5.20817756652832,3055.203032999998,2.2945144097671384,0.1259765625,3.679839611053467,9.341419219970703,0.0,4233
drift,ppm-ad-full,bottle,10,0,0.0,gated,0.9976190476190476,0.9992440151090303,0.9815692517431318,0.7496557728351251,0.9157673883762618,0.7120477119907052,0.5528525541045248,0.014169280233614497,5.20817756652832,3055.203032999998,2.3015783980477558,0.1259765625,3.679839611053467,9.341419219970703,0.0,4233
