experiment,model,shot,category,drift_level,policy,image_auroc,image_auroc,image_ap,image_ap,pixel_auroc,pixel_auroc,pixel_ap,pixel_ap,aupro_0.3,aupro_0.3,max_f1,max_f1,iou_at_best_f1,iou_at_best_f1,fragmentation,fragmentation,fit_ms,fit_ms,inference_ms_per_image,inference_ms_per_image,memory_mb,memory_mb
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
drift,ppm-ad-full,10,carpet,0.1,gated,0.9644194756554306,0.03593080375213261,0.9897290584541562,0.010715775255461156,0.9820011978008155,0.009296019458485759,0.46890974853298034,0.12543705003994754,0.8510141164675108,0.04920777313231404,0.5115443811124999,0.09698639930474298,0.34751471506086395,0.08846240555820555,0.006638681358132697,0.002737194365695856,3210.9489856666187,91.83370673078139,2.275757857687417,0.022628637606138854,0.1259765625,0.0
drift,ppm-ad-full,10,carpet,0.1,ungated,0.9642857142857143,0.03619796201877778,0.9896886217085732,0.010768821550540238,0.9820822125677092,0.009324022709526392,0.46956485555000677,0.12610426667243071,0.8522033080996182,0.05299600253458827,0.5126401560135657,0.09733230270177985,0.3485442484541253,0.08899176937431123,0.0072724139699216735,0.0023243854161376703,3210.9489856666187,91.83370673078139,2.273301378893633,0.02060147752519503,0.1259765625,0.0
drift,ppm-ad-full,10,carpet,0.2,fixed,0.9638844301765649,0.03259306509794753,0.9894976818346638,0.009948872854130038,0.9826959713564216,0.00761964491758222,0.4728881075866102,0.10728579115013104,0.8321585187138586,0.048679457626052684,0.5267169629611826,0.08799711943224561,0.36072395696026965,0.08069922512275299,0.00557115097726506,0.002903500469942634,3210.9489856666187,91.83370673078139,2.2924135838467112,0.005244301734023323,0.1259765625,0.0
drift,ppm-ad-full,10,carpet,0.2,gated,0.9637506688068486,0.036120771279916024,0.9895361767945522,0.010572482705666178,0.9801044847684824,0.011601758565900159,0.4633957168791068,0.12848148845039148,0.8246927846299809,0.09380024448037634,0.5023911020100927,0.1018898971172622,0.3396488992103688,0.09237111200702297,0.004407371717361215,0.002342074754937429,3210.9489856666187,91.83370673078139,2.2896464158793477,0.0053025694659808624,0.1259765625,0.0
drift,ppm-ad-full,10,carpet,0.2,ungated,0.9638844301765651,0.03694429947506876,0.9895635388208118,0.010827491586412046,0.98040303609577,0.01123430978377612,0.46466612478332375,0.12748617171306587,0.8632689745323896,0.07750512818574608,0.5035048520474361,0.10073665093379658,0.3405572290076955,0.091449504123663,0.007001396920250584,0.005888087444562508,3210.9489856666187,91.83370673078139,2.2892245556495854,0.012615545216195373,0.1259765625,0.0
drift,ppm-ad-full,10,carpet,0.3,fixed,0.9641519529159979,0.033512228779350756,0.9895678237137199,0.010222742766914704,0.9824932144064379,0.007872776520216472,0.47238156162109307,0.10835018148897552,0.8557575139098142,0.03793728433815461,0.5254556752084382,0.08900099024706697,0.35963007824381865,0.08153220572605101,0.0064445670237786535,0.005241892074699968,3210.9489856666187,91.83370673078139,2.2932588148655166,0.025065615395756184,0.1259765625,0.0
drift,ppm-ad-full,10,carpet,0.3,gated,0.9617442482611022,0.04100238737954051,0.9888269204697084,0.012094055401789037,0.9782259498654344,0.013666416459543217,0.4565273451153516,0.13366807627684954,0.8532273430492582,0.06104321067850128,0.49581301289198315,0.10501981979886876,0.33404900283716304,0.09516967568223274,0.0075488324909424006,0.0068284801797061125,3210.9489856666187,91.83370673078139,2.288235931488436,0.009850447789477228,0.1259765625,0.0
drift,ppm-ad-full,10,carpet,0.3,ungated,0.9626805778491171,0.040771334402590856,0.989084038434274,0.012021175469922967,0.9788395966404962,0.012943441976966504,0.4576449799553109,0.12997286539002112,0.830870408657784,0.048799384182617096,0.4972813604471173,0.1042845365504084,0.3352884604195963,0.09445828772202974,0.007689468729655272,0.00587789038372177,3210.9489856666187,91.83370673078139,2.286916971264707,0.006442839095767871,0.1259765625,0.0
drift,ppm-ad-full,10,carpet,0.4,fixed,0.9630818619582664,0.03567368334261307,0.9892545940541044,0.010841853908502619,0.9821995696498806,0.00813246651042508,0.4697970392748414,0.10841145218668055,0.8387855314526682,0.025278902354354402,0.5232487031679086,0.0898973401359237,0.3576531667977174,0.08207651752341732,0.0024612967114946626,0.0006119975767647083,3210.9489856666187,91.83370673078139,2.2980928292043274,0.005044814016476558,0.1259765625,0.0
drift,ppm-ad-full,10,carpet,0.4,gated,0.9586677367576244,0.04202768613413178,0.9878953978178275,0.01234041677397076,0.9763860996807857,0.014929126230349019,0.4437875471245461,0.13778867837517092,0.8321544958023664,0.054481439213994474,0.48517418065606516,0.10655512687652915,0.3248010437922536,0.09635629782923837,0.005425362235441056,0.00413655963856561,3210.9489856666187,91.83370673078139,2.2868326185591203,0.0034358822554958193,0.1259765625,0.0
